date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:22:22	93368/93368	---M--	200	added ('OK')	text/html	etag:%22482f9d5ed6fba9a5224368f459c68090%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-take-quiz.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-take-quiz.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:22	175235/175235	---M--	200	added ('OK')	text/html	etag:%223b4918a07c45696e75b8d8f02d596794%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-take-course.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-take-course.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:23	185342/185342	---M--	200	added ('OK')	text/html	etag:%22dac236699225ebc1fd948e91759b423c%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:24	91043/91043	---M--	200	added ('OK')	text/html	etag:%220e3a8bffeeecac26ba06769e53c5bc62%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-quiz-result-details.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-quiz-result-details.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:25	273270/273270	---M--	200	added ('OK')	text/html	etag:%22e8a23780c1c2dee13a3eaa0a8d131748%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-my-courses.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-my-courses.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:26	95014/95014	---M--	200	added ('OK')	text/html	etag:%2242cb8fd81c46bfbbf2277b9edf0577f5%22	https://luma.humatheme.com/Demos/Compact_App_Layout/help-center.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/help-center.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:26	116854/116854	---M--	200	added ('OK')	text/html	etag:%228465c0608cedbbce11c3730d9d94a979%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-quiz-results.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-quiz-results.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:27	207812/207812	---M--	200	added ('OK')	text/html	etag:%223ef72f1d158522d92154fbd1682d8c32%22	https://luma.humatheme.com/Demos/Compact_App_Layout/paths.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/paths.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:28	173090/173090	---M--	200	added ('OK')	text/html	etag:%227eeecab1da277be6578544b685bc0261%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-path.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-path.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:29	130961/130961	---M--	200	added ('OK')	text/html	etag:%227306cc3cd2327d7b58cb46ed813b5090%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-path-assessment-result.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-path-assessment-result.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:29	92842/92842	---M--	200	added ('OK')	text/html	etag:%2230fa682c006983a67e76493c8ad07495%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-path-assessment.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-path-assessment.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:30	204759/204759	---M--	200	added ('OK')	text/html	etag:%22c8d046979e10b5980d767d143066f1a5%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-paths.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-paths.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:31	108728/108728	---M--	200	added ('OK')	text/html	etag:%222df5242f9f3e5d7fda9922da3da3bd82%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:31	154928/154928	---M--	200	added ('OK')	text/html	etag:%22fc63372eebe20379bee25d1a962aef60%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-courses.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-courses.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:31	105698/105698	---M--	200	added ('OK')	text/html	etag:%2281ab8e47f7b25749a615f4ead6b68534%22	https://luma.humatheme.com/Demos/Compact_App_Layout/pricing.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/pricing.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:33	115768/115768	---M--	200	added ('OK')	text/html	etag:%22fd50078eec8040b79f3c0100afd9e472%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-quizzes.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-quizzes.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:34	102942/102942	---M--	200	added ('OK')	text/html	etag:%22309846d25cc02974678fd9b375344635%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-statement.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-statement.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:34	103325/103325	---M--	200	added ('OK')	text/html	etag:%22f03c1b511981a1be1f440cb94c885d0a%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-edit-course.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-edit-course.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:34	103789/103789	---M--	200	added ('OK')	text/html	etag:%228d906b16ab58c5c33c73286a17b0ab2b%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-earnings.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-earnings.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:34	100194/100194	---M--	200	added ('OK')	text/html	etag:%225312f7250817da3ec13701ef1c215fb4%22	https://luma.humatheme.com/Demos/Compact_App_Layout/instructor-edit-quiz.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/instructor-edit-quiz.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:35	133068/133068	---M--	200	added ('OK')	text/html	etag:%227d1aa607863e735c1bfc0d81fd4b94fc%22	https://luma.humatheme.com/Demos/Compact_App_Layout/teachers.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/teachers.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:36	106422/106422	---M--	200	added ('OK')	text/html	etag:%22e16242494fbc5d8205bd2a8ea1d2ec0c%22	https://luma.humatheme.com/Demos/Compact_App_Layout/student-profile.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/student-profile.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:36	102137/102137	---M--	200	added ('OK')	text/html	etag:%22fd0efe89b4ed1b70772bf09ec4309299%22	https://luma.humatheme.com/Demos/Compact_App_Layout/teacher-profile.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/teacher-profile.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:37	111629/111629	---M--	200	added ('OK')	text/html	etag:%22132d81116781cadbb6e5dc5ae4f7b30e%22	https://luma.humatheme.com/Demos/Compact_App_Layout/blog.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/blog.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:38	100847/100847	---M--	200	added ('OK')	text/html	etag:%2291830e38f3a9667a15e1a47378ae9797%22	https://luma.humatheme.com/Demos/Compact_App_Layout/blog-post.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/blog-post.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:39	96689/96689	---M--	200	added ('OK')	text/html	etag:%22a36aca7d36f4332ccf5d23b3eaa7da61%22	https://luma.humatheme.com/Demos/Compact_App_Layout/faq.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/faq.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:40	102240/102240	---M--	200	added ('OK')	text/html	etag:%2201dfa5d59b3b2506ab115ef5ae2aeefb%22	https://luma.humatheme.com/Demos/Compact_App_Layout/discussions.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/discussions.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:40	101806/101806	---M--	200	added ('OK')	text/html	etag:%225557a8a805264e1295221c1e133151ec%22	https://luma.humatheme.com/Demos/Compact_App_Layout/discussion.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/discussion.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:40	101202/101202	---M--	200	added ('OK')	text/html	etag:%22ebbe72c8af39ceb055f37ff4ffe9d611%22	https://luma.humatheme.com/Demos/Compact_App_Layout/discussions-ask.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/discussions-ask.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:40	82130/82130	---M--	200	added ('OK')	text/html	etag:%2214337756a885a8bb8d74d1132c04d92c%22	https://luma.humatheme.com/Demos/Compact_App_Layout/login.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/login.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	519816/519816	---M--	200	added ('OK')	image/jpeg	etag:%229d4685e27708964a6745d771d6c18b2b%22	https://luma.humatheme.com/public/images/photodune-4161018-group-of-students-m.jpg	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/photodune-4161018-group-of-students-m.jpg	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	12621/12621	---M--	200	added ('OK')	image/png	etag:%225900b6cac9cb18a8dd9ec8e6e42844bc%22	https://luma.humatheme.com/public/images/paths/sketch_430x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/sketch_430x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	87134/87134	---M--	200	added ('OK')	text/html	etag:%22c86b3b2f639c25389690795b595fd49b%22	https://luma.humatheme.com/Demos/Compact_App_Layout/signup.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/signup.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	9414/9414	---M--	200	added ('OK')	image/jpeg	etag:%22846cdc23665656255d4212540dd7d4eb%22	https://luma.humatheme.com/public/images/256_luke-porter-261779-unsplash.jpg	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/256_luke-porter-261779-unsplash.jpg	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	10417/10417	---M--	200	added ('OK')	image/png	etag:%22f2d97872aadbda35f074d4308cc7ba70%22	https://luma.humatheme.com/public/images/paths/invision_430x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/invision_430x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:42	14661/14661	---M--	200	added ('OK')	image/jpeg	etag:%224110715f1f0339856135e579c0406015%22	https://luma.humatheme.com/public/images/256_michael-dam-258165-unsplash.jpg	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/256_michael-dam-258165-unsplash.jpg	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:43	12565/12565	---M--	200	added ('OK')	image/png	etag:%22cd3bf53436076ce7b0818c586fb02fc5%22	https://luma.humatheme.com/public/images/paths/photoshop_430x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/photoshop_430x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:43	45080/45080	---M--	200	added ('OK')	image/jpeg	etag:%22bc48d1e73048de770e0ec52ccf7ef7cf%22	https://luma.humatheme.com/public/images/256_rsz_1andy-lee-642320-unsplash.jpg	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/256_rsz_1andy-lee-642320-unsplash.jpg	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:43	7174/7174	---M--	200	added ('OK')	image/png	etag:%22c1a5feda71cb27f6e75ce961f582321d%22	https://luma.humatheme.com/public/images/paths/invision_200x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/invision_200x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:43	7610/7610	---M--	200	added ('OK')	image/png	etag:%22e9b9b4419beeeaa884caf4e3a7d8b559%22	https://luma.humatheme.com/public/images/paths/react_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/react_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:44	5163/5163	---M--	200	added ('OK')	image/png	etag:%22a2b5367802fc3c49755252cf880dcf5b%22	https://luma.humatheme.com/public/images/paths/devops_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/devops_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:44	6263/6263	---M--	200	added ('OK')	image/png	etag:%228967a9e838126695df2989f53bc8f955%22	https://luma.humatheme.com/public/images/paths/redis_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/redis_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:44	8594/8594	---M--	200	added ('OK')	image/png	etag:%225740c14ba8b4c07f2f39d68842edfad0%22	https://luma.humatheme.com/public/images/paths/mailchimp_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/mailchimp_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:44	4611/4611	---M--	200	added ('OK')	image/png	etag:%223bdd537bb1b40ea4dc20c5cf12fb7a0e%22	https://luma.humatheme.com/public/images/paths/swift_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/swift_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:44	8275/8275	---M--	200	added ('OK')	image/png	etag:%229982e1a632d875584aa13fa1c0860111%22	https://luma.humatheme.com/public/images/paths/wordpress_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/wordpress_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:45	4962/4962	---M--	200	added ('OK')	image/png	etag:%2218c2201701ade7c2086d108ecd604d24%22	https://luma.humatheme.com/public/images/paths/sketch_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/sketch_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:45	11576/11576	---M--	200	added ('OK')	image/png	etag:%22d1f588ec37a72cfa942ad0e0d74307b2%22	https://luma.humatheme.com/public/images/paths/flinto_430x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/flinto_430x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:45	4384/4384	---M--	200	added ('OK')	image/png	etag:%22abff24eb506d9967ec2a666bbbbdce04%22	https://luma.humatheme.com/public/images/paths/flinto_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/flinto_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:45	5628/5628	---M--	200	added ('OK')	image/png	etag:%220df9c7d34c2f521a546a1d687643d10e%22	https://luma.humatheme.com/public/images/paths/photoshop_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/photoshop_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:46	12326/12326	---M--	200	added ('OK')	image/png	etag:%220d3c2b6bd29d4808819f60e7951272e6%22	https://luma.humatheme.com/public/images/paths/figma_430x168.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/figma_430x168.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:46	3573/3573	---M--	200	added ('OK')	image/png	etag:%2205788a80254b0648a0dd50f2eababb53%22	https://luma.humatheme.com/public/images/paths/figma_40x40@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/paths/figma_40x40@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:46	3081/3081	---M--	200	added ('OK')	image/png	etag:%22ea642242603190149aac4ce4a602a214%22	https://luma.humatheme.com/public/images/logo/black-70@2x.png	C:/My%20Web%20Sites/style/luma.humatheme.com/public/images/logo/black-70@2x.png	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:48	89081/89081	---M--	200	added ('OK')	text/html	etag:%22abd438a036e31362135917ad59ede85b%22	https://luma.humatheme.com/Demos/Compact_App_Layout/edit-account.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/edit-account.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:49	90922/90922	---M--	200	added ('OK')	text/html	etag:%220a58833a68ec7a68c60b75861f7f138e%22	https://luma.humatheme.com/Demos/Compact_App_Layout/billing.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/billing.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:50	94674/94674	---M--	200	added ('OK')	text/html	etag:%228df6f96323efc60d46fe7c3926fb11a6%22	https://luma.humatheme.com/Demos/Compact_App_Layout/billing-history.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/billing-history.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:51	129616/129616	---M--	200	added ('OK')	text/html	etag:%2257ce1f312d5df72a06409fb8ca9f2c54%22	https://luma.humatheme.com/Demos/Compact_App_Layout/erp-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/erp-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:52	136237/136237	---M--	200	added ('OK')	text/html	etag:%22b9c92f4cb3ecdd89a238987a67552533%22	https://luma.humatheme.com/Demos/Compact_App_Layout/crm-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/crm-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:53	137961/137961	---M--	200	added ('OK')	text/html	etag:%22ecb4d87b7c26d017b9d2bd3f4db6d376%22	https://luma.humatheme.com/Demos/Compact_App_Layout/hr-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/hr-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:54	154630/154630	---M--	200	added ('OK')	text/html	etag:%229917113e5721160530a5c1dad6f5f14d%22	https://luma.humatheme.com/Demos/Compact_App_Layout/employees.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/employees.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:55	120823/120823	---M--	200	added ('OK')	text/html	etag:%2299c4773e714a76b26704dd4d1c680cec%22	https://luma.humatheme.com/Demos/Compact_App_Layout/leaves.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/leaves.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:55	116522/116522	---M--	200	added ('OK')	text/html	etag:%22aab4edb1fba9592f512718fbbc1ec991%22	https://luma.humatheme.com/Demos/Compact_App_Layout/staff.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/staff.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:56	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sun,%2016%20Oct%202022%2016:22:58%20GMT	https://luma.humatheme.com/Demos/Compact_App_Layout/departments.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/departments.48.delayed	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:57	152844/152844	---M--	200	added ('OK')	text/html	etag:%224a79fd54ba9999d1059f7990bf324b2b%22	https://luma.humatheme.com/Demos/Compact_App_Layout/projects.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/projects.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:58	129371/129371	---M--	200	added ('OK')	text/html	etag:%228dfd018dd15ef6969e8bf024d05cdf35%22	https://luma.humatheme.com/Demos/Compact_App_Layout/tasks-board.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/tasks-board.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:58	137223/137223	---M--	200	added ('OK')	text/html	etag:%22426b161d9d86d02a6582ba269e6f4e6c%22	https://luma.humatheme.com/Demos/Compact_App_Layout/tasks-list.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/tasks-list.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sun,%2016%20Oct%202022%2016:23:01%20GMT	https://luma.humatheme.com/Demos/Compact_App_Layout/kanban.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/kanban.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:22:59	110239/110239	---M--	200	added ('OK')	text/html	etag:%22a8d45434277b3e714cc3ed75e66b08bb%22	https://luma.humatheme.com/Demos/Compact_App_Layout/cms-dashboard.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/cms-dashboard.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:23:00	111072/111072	---M--	200	added ('OK')	text/html	etag:%22ae6e78fdc82fbcd35fecc72f2a541c86%22	https://luma.humatheme.com/Demos/Compact_App_Layout/posts.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/posts.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:23:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sun,%2016%20Oct%202022%2016:23:03%20GMT	https://luma.humatheme.com/Demos/Compact_App_Layout/edit-product.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/edit-product.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
00:23:01	149809/149809	---M--	200	added ('OK')	text/html	etag:%22eba216aa077a2f66a2a28951294d55e6%22	https://luma.humatheme.com/Demos/Compact_App_Layout/ecommerce.html	C:/My%20Web%20Sites/style/luma.humatheme.com/Demos/Compact_App_Layout/ecommerce.html	(from https://luma.humatheme.com/Demos/Compact_App_Layout/index.html)
